ID	Gene EFW ID	Gene	contig	start	stop
gene	EFW9900021893	Similar to UBP21: Ubiquitin carboxyl-terminal hydrolase 21 (Arabidopsis thaliana OX%3D3702)	contig1290	597473	601303
gene	EFW9900021894	Similar to AGD8: Probable ADP-ribosylation factor GTPase-activating protein AGD8 (Arabidopsis thaliana OX%3D3702)	contig1290	603256	609777
gene	EFW9900021895	Similar to AS: Hydroquinone glucosyltransferase (Rauvolfia serpentina OX%3D4060)	contig1290	646904	650086
gene	EFW9900021896	Similar to MYC2: Transcription factor MYC2 (Arabidopsis thaliana OX%3D3702)	contig1290	694007	696116
gene	EFW9900021897	Protein of unknown function	contig1290	721962	724470
gene	EFW9900021898	Protein of unknown function	contig1290	727328	729474
gene	EFW9900021899	Similar to IKU1: Protein HAIKU1 (Arabidopsis thaliana OX%3D3702)	contig1290	742493	743464
gene	EFW9900021900	Similar to PYR1: Abscisic acid receptor PYR1 (Arabidopsis thaliana OX%3D3702)	contig1290	791060	794131
gene	EFW9900021901	Similar to BOU: Mitochondrial carnitine/acylcarnitine carrier-like protein (Arabidopsis thaliana OX%3D3702)	contig1290	818557	822450
gene	EFW9900021902	Similar to AHL13: AT-hook motif nuclear-localized protein 13 (Arabidopsis thaliana OX%3D3702)	contig1290	831661	836858
gene	EFW9900021903	Protein of unknown function	contig1290	842599	844540
gene	EFW9900021904	Similar to AHL23: AT-hook motif nuclear-localized protein 23 (Arabidopsis thaliana OX%3D3702)	contig1290	861773	862708
gene	EFW9900021905	Similar to IPK2b: Inositol polyphosphate multikinase beta (Arabidopsis thaliana OX%3D3702)	contig1290	917481	919361
gene	EFW9900021906	Similar to IPK2b: Inositol polyphosphate multikinase beta (Arabidopsis thaliana OX%3D3702)	contig1290	925918	927995
gene	EFW9900021907	Similar to ZFP10: Zinc finger protein 10 (Arabidopsis thaliana OX%3D3702)	contig1290	951787	952656
gene	EFW9900021908	Similar to At5g14285: TLC domain-containing protein At5g14285 (Arabidopsis thaliana OX%3D3702)	contig1290	969381	969797
gene	EFW9900021909	Similar to At4g17830: Acetylornithine deacetylase (Arabidopsis thaliana OX%3D3702)	contig1290	995354	999709
gene	EFW9900021910	Protein of unknown function	contig1290	1000509	1003561
gene	EFW9900021911	Similar to AP2M: AP-2 complex subunit mu (Arabidopsis thaliana OX%3D3702)	contig1290	1010338	1017098
gene	EFW9900021912	Protein of unknown function	contig1290	1020039	1024246
gene	EFW9900021913	Similar to LEA6: Late embryogenesis abundant protein 6 (Arabidopsis thaliana OX%3D3702)	contig1290	1029613	1030293
gene	EFW9900021914	Similar to FDC2: Ferredoxin C 2%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig1290	1036979	1040697
gene	EFW9900021915	Similar to LOL1: Protein LOL1 (Arabidopsis thaliana OX%3D3702)	contig1290	1053100	1055421
gene	EFW9900021916	Similar to EYA: Eyes absent homolog (Arabidopsis thaliana OX%3D3702)	contig1290	1071705	1075983
gene	EFW9900021917	Similar to IRL5: Plant intracellular Ras-group-related LRR protein 5 (Oryza sativa subsp. japonica OX%3D39947)	contig1290	1083539	1087459
gene	EFW9900021918	Similar to MIP1: MND1-interacting protein 1 (Arabidopsis thaliana OX%3D3702)	contig1290	1094128	1097616
gene	EFW9900021919	Similar to At1g65420: Ycf20-like protein (Arabidopsis thaliana OX%3D3702)	contig1290	1113646	1116178
gene	EFW9900021920	Protein of unknown function	contig1290	1116133	1119422
gene	EFW9900021921	Similar to SGR2: Phospholipase SGR2 (Arabidopsis thaliana OX%3D3702)	contig1290	1123810	1134571
gene	EFW9900021922	Similar to ALMT12: Aluminum-activated malate transporter 12 (Arabidopsis thaliana OX%3D3702)	contig1290	1142497	1153305
gene	EFW9900021923	Protein of unknown function	contig1290	1160146	1187134
gene	EFW9900021924	Similar to RPM1: Disease resistance protein RPM1 (Arabidopsis thaliana OX%3D3702)	contig1290	1213572	1221259
gene	EFW9900021925	Similar to ALMT14: Aluminum-activated malate transporter 14 (Arabidopsis thaliana OX%3D3702)	contig1290	1236589	1241409
gene	EFW9900021926	Similar to NAC071: NAC domain-containing protein 71 (Arabidopsis thaliana OX%3D3702)	contig1290	1260387	1262765
gene	EFW9900021927	Similar to At1g78910: RNA pseudouridine synthase 3%2C mitochondrial (Arabidopsis thaliana OX%3D3702)	contig1290	1277850	1278969
gene	EFW9900021928	Similar to NAC071: NAC domain-containing protein 71 (Arabidopsis thaliana OX%3D3702)	contig1290	1278348	1278814
gene	EFW9900021929	Similar to RLP51: Receptor-like protein 51 (Arabidopsis thaliana OX%3D3702)	contig1290	1281354	1282700
gene	EFW9900027652	Similar to PER20: Peroxidase 20 (Arabidopsis thaliana OX%3D3702)	contig1293	272	645
gene	EFW9900002790	Similar to At1g11780: Alpha-ketoglutarate-dependent dioxygenase alkB (Arabidopsis thaliana OX%3D3702)	contig13	4965	7707
gene	EFW9900002791	Protein of unknown function	contig13	44169	45163
gene	EFW9900002792	Protein of unknown function	contig13	45708	54429
gene	EFW9900002793	Protein of unknown function	contig13	55093	58293
gene	EFW9900002794	Similar to Cytochrome P450 CYP736A12 (Panax ginseng OX%3D4054)	contig13	70254	71099
gene	EFW9900002795	Similar to Cytochrome P450 CYP736A12 (Panax ginseng OX%3D4054)	contig13	84093	85086
gene	EFW9900002796	Protein of unknown function	contig13	112196	116688
gene	EFW9900002797	Similar to MOCOS: Molybdenum cofactor sulfurase (Bos taurus OX%3D9913)	contig13	126292	127844
gene	EFW9900002798	Similar to At1g27930: Probable methyltransferase At1g27930 (Arabidopsis thaliana OX%3D3702)	contig13	130975	131853
gene	EFW9900002799	Similar to LTPG1: Non-specific lipid transfer protein GPI-anchored 1 (Arabidopsis thaliana OX%3D3702)	contig13	200673	203570
gene	EFW9900002800	Similar to ECT3: YTH domain-containing protein ECT3 (Arabidopsis thaliana OX%3D3702)	contig13	203686	207047
gene	EFW9900002801	Similar to At1g67325: RanBP2-type zinc finger protein At1g67325 (Arabidopsis thaliana OX%3D3702)	contig13	208404	212631
gene	EFW9900002802	Similar to SPL12: Squamosa promoter-binding-like protein 12 (Oryza sativa subsp. indica OX%3D39946)	contig13	213829	218072
gene	EFW9900002803	Protein of unknown function	contig13	275104	281818
gene	EFW9900002804	Protein of unknown function	contig13	281846	290520
gene	EFW9900002805	Similar to 4CLL1: 4-coumarate--CoA ligase-like 1 (Arabidopsis thaliana OX%3D3702)	contig13	348111	353807
gene	EFW9900002806	Protein of unknown function	contig13	381178	381715
gene	EFW9900002807	Similar to PBL16: Probable serine/threonine-protein kinase PBL16 (Arabidopsis thaliana OX%3D3702)	contig13	395110	397899
gene	EFW9900002808	Similar to ATP synthase subunit epsilon%2C mitochondrial (Ipomoea batatas OX%3D4120)	contig13	401476	404334
gene	EFW9900002809	Similar to FBX6: F-box only protein 6 (Arabidopsis thaliana OX%3D3702)	contig13	437864	443090
gene	EFW9900002810	Similar to Serp2: Stress-associated endoplasmic reticulum protein 2 (Mus musculus OX%3D10090)	contig13	443193	444329
gene	EFW9900002811	Protein of unknown function	contig13	463005	464785
gene	EFW9900002812	Similar to AK1: Aspartokinase 1%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig13	465473	469725
gene	EFW9900002813	Similar to NDX1: Protein NEOXANTHIN-DEFICIENT 1 (Arabidopsis thaliana OX%3D3702)	contig13	469703	473362
gene	EFW9900002814	Similar to SCPL45: Serine carboxypeptidase-like 45 (Arabidopsis thaliana OX%3D3702)	contig13	473280	476523
gene	EFW9900002815	Similar to SCD2: Coiled-coil domain-containing protein SCD2 (Arabidopsis thaliana OX%3D3702)	contig13	495521	501669
gene	EFW9900002816	Protein of unknown function	contig13	505258	523218
gene	EFW9900002817	Similar to NET3A: Protein NETWORKED 3A (Arabidopsis thaliana OX%3D3702)	contig13	508731	509789
gene	EFW9900002818	Similar to CPL3: RNA polymerase II C-terminal domain phosphatase-like 3 (Arabidopsis thaliana OX%3D3702)	contig13	532260	538392
gene	EFW9900002819	Similar to pcnB: Poly(A) polymerase I (Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX%3D71421)	contig13	546607	550401
gene	EFW9900002820	Similar to ESD4: Ubiquitin-like-specific protease ESD4 (Arabidopsis thaliana OX%3D3702)	contig13	550191	577678
gene	EFW9900002821	Similar to FRS5: Protein FAR1-RELATED SEQUENCE 5 (Arabidopsis thaliana OX%3D3702)	contig13	569051	586451
gene	EFW9900002822	Similar to GC4: Golgin candidate 4 (Arabidopsis thaliana OX%3D3702)	contig13	608477	614796
gene	EFW9900002823	Protein of unknown function	contig13	626257	627089
gene	EFW9900002824	Similar to LAX2: Protein LAX PANICLE 2 (Oryza sativa subsp. japonica OX%3D39947)	contig13	629821	640724
gene	EFW9900002825	Protein of unknown function	contig13	748510	760987
gene	EFW9900002826	Similar to TIFY9: Protein TIFY 9 (Arabidopsis thaliana OX%3D3702)	contig13	849287	851475
gene	EFW9900002827	Similar to DTX19: Protein DETOXIFICATION 19 (Arabidopsis thaliana OX%3D3702)	contig13	904901	905449
gene	EFW9900002828	Similar to At5g13200: GEM-like protein 5 (Arabidopsis thaliana OX%3D3702)	contig13	944867	946402
gene	EFW9900002829	Protein of unknown function	contig13	1029655	1031633
gene	EFW9900002830	Similar to GILP: GSH-induced LITAF domain protein (Arabidopsis thaliana OX%3D3702)	contig13	1054942	1057179
gene	EFW9900002831	Similar to COL14: Zinc finger protein CONSTANS-LIKE 14 (Arabidopsis thaliana OX%3D3702)	contig13	1229689	1232105
gene	EFW9900002832	Similar to NAC100: NAC domain-containing protein 100 (Arabidopsis thaliana OX%3D3702)	contig13	1272270	1272864
gene	EFW9900002833	Similar to LRR1: Leucine-rich repeat protein 1 (Arabidopsis thaliana OX%3D3702)	contig13	1321129	1323445
gene	EFW9900002834	Similar to At2g33490: Uncharacterized protein At2g33490 (Arabidopsis thaliana OX%3D3702)	contig13	1350088	1356715
gene	EFW9900002835	Similar to Os08g0536000: Pyruvate dehydrogenase E1 component subunit beta-1%2C mitochondrial (Oryza sativa subsp. japonica OX%3D39947)	contig13	1358051	1362941
gene	EFW9900002836	Protein of unknown function	contig13	1377626	1379145
gene	EFW9900002837	Protein of unknown function	contig13	1404242	1406533
gene	EFW9900002838	Similar to NAC083: NAC domain-containing protein 83 (Arabidopsis thaliana OX%3D3702)	contig13	1410631	1412436
gene	EFW9900002839	Protein of unknown function	contig13	1445717	1454478
gene	EFW9900002840	Similar to DCI1: Delta(3%2C5)-Delta(2%2C4)-dienoyl-CoA isomerase%2C peroxisomal (Arabidopsis thaliana OX%3D3702)	contig13	1509678	1511058
gene	EFW9900002841	Similar to SWEET15: Bidirectional sugar transporter SWEET15 (Arabidopsis thaliana OX%3D3702)	contig13	1540868	1543659
gene	EFW9900002842	Similar to PBS1: Serine/threonine-protein kinase PBS1 (Arabidopsis thaliana OX%3D3702)	contig13	1566221	1570837
gene	EFW9900002843	Protein of unknown function	contig13	1605883	1624347
gene	EFW9900002844	Similar to GRXC7: Glutaredoxin-C7 (Arabidopsis thaliana OX%3D3702)	contig13	1642457	1642840
gene	EFW9900002845	Protein of unknown function	contig13	1692089	1693355
gene	EFW9900002846	Similar to EMB1674: Protein EMBRYO DEFECTIVE 1674 (Arabidopsis thaliana OX%3D3702)	contig13	1698162	1701160
gene	EFW9900002847	Protein of unknown function	contig13	1703674	1705556
gene	EFW9900002848	Similar to SAUR32: Auxin-responsive protein SAUR32 (Arabidopsis thaliana OX%3D3702)	contig13	1718646	1726154
gene	EFW9900002849	Similar to dadD: 5'-deoxyadenosine deaminase (Methanosarcina barkeri (strain Fusaro / DSM 804) OX%3D269797)	contig13	1763478	1768118
gene	EFW9900002850	Protein of unknown function	contig13	1781412	1787696
gene	EFW9900002851	Protein of unknown function	contig13	1802376	1804183
gene	EFW9900002852	Protein of unknown function	contig13	1804465	1812298
gene	EFW9900002853	Similar to BAG5: BAG family molecular chaperone regulator 5%2C mitochondrial (Arabidopsis thaliana OX%3D3702)	contig13	1826964	1828103
gene	EFW9900002854	Protein of unknown function	contig13	1865594	1873057
gene	EFW9900002855	Similar to 4-sulfomuconolactone hydrolase (Hydrogenophaga intermedia OX%3D65786)	contig13	1872974	1876102
gene	EFW9900002856	Similar to PNSL5: Photosynthetic NDH subunit of lumenal location 5%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig13	1885207	1889184
gene	EFW9900002857	Similar to ACR4: ACT domain-containing protein ACR4 (Arabidopsis thaliana OX%3D3702)	contig13	1894287	1897318
gene	EFW9900002858	Similar to TCP20: Transcription factor TCP20 (Arabidopsis thaliana OX%3D3702)	contig13	1923086	1924067
gene	EFW9900002859	Similar to N: TMV resistance protein N (Nicotiana glutinosa OX%3D35889)	contig13	2085330	2093850
gene	EFW9900002860	Protein of unknown function	contig13	2100082	2100702
gene	EFW9900002861	Similar to HIPP08: Heavy metal-associated isoprenylated plant protein 8 (Arabidopsis thaliana OX%3D3702)	contig13	2133716	2135138
gene	EFW9900002862	Protein of unknown function	contig13	2151108	2152358
gene	EFW9900002863	Protein of unknown function	contig13	2160725	2161518
gene	EFW9900002864	Protein of unknown function	contig13	2167124	2167993
gene	EFW9900002865	Similar to COB: Protein COBRA (Arabidopsis thaliana OX%3D3702)	contig13	2207004	2207721
gene	EFW9900002866	Similar to LA1: Protein LAZY 1 (Arabidopsis thaliana OX%3D3702)	contig13	2262011	2264860
gene	EFW9900002867	Similar to DPL1: Sphingosine-1-phosphate lyase (Arabidopsis thaliana OX%3D3702)	contig13	2268236	2274142
gene	EFW9900002868	Similar to WRKY75: Probable WRKY transcription factor 75 (Arabidopsis thaliana OX%3D3702)	contig13	2394037	2396396
gene	EFW9900002869	Protein of unknown function	contig13	2470235	2475005
gene	EFW9900002870	Similar to At1g67320: Probable DNA primase large subunit (Arabidopsis thaliana OX%3D3702)	contig13	2494452	2501070
gene	EFW9900002871	Similar to SPL16: Squamosa promoter-binding-like protein 16 (Oryza sativa subsp. japonica OX%3D39947)	contig13	2544145	2547198
gene	EFW9900002872	Similar to TDR5: Agamous-like MADS-box protein AGL9 homolog (Solanum lycopersicum OX%3D4081)	contig13	2623349	2634746
gene	EFW9900002873	Protein of unknown function	contig13	2672294	2674215
gene	EFW9900002874	Protein of unknown function	contig13	2698249	2698458
gene	EFW9900002875	Protein of unknown function	contig13	2790826	2803508
gene	EFW9900002876	Similar to CAMTA4: Calmodulin-binding transcription activator 4 (Arabidopsis thaliana OX%3D3702)	contig13	2868163	2875248
gene	EFW9900002877	Similar to NTF2A: Nuclear transport factor 2A (Arabidopsis thaliana OX%3D3702)	contig13	2875667	2877424
gene	EFW9900002878	Protein of unknown function	contig13	2877388	2878876
gene	EFW9900002879	Protein of unknown function	contig13	2886914	2905128
gene	EFW9900002880	Protein of unknown function	contig13	2921255	2921494
gene	EFW9900002881	Similar to AHK3: Histidine kinase 3 (Arabidopsis thaliana OX%3D3702)	contig13	2964963	2971738
gene	EFW9900002882	Similar to SIL1: Nucleotide exchange factor SIL1 (Homo sapiens OX%3D9606)	contig13	2975580	2980651
gene	EFW9900002883	Similar to At1g09760: U2 small nuclear ribonucleoprotein A' (Arabidopsis thaliana OX%3D3702)	contig13	2980793	2985134
gene	EFW9900002884	Similar to ASHR2: Histone-lysine N-methyltransferase ASHR2 (Arabidopsis thaliana OX%3D3702)	contig13	3006254	3007450
gene	EFW9900002885	Similar to HGSNAT: Heparan-alpha-glucosaminide N-acetyltransferase (Homo sapiens OX%3D9606)	contig13	3012161	3017009
gene	EFW9900002886	Similar to XTH5: Probable xyloglucan endotransglucosylase/hydrolase protein 5 (Arabidopsis thaliana OX%3D3702)	contig13	3186587	3190671
gene	EFW9900002887	Similar to MAPKKK17: Mitogen-activated protein kinase kinase kinase 17 (Arabidopsis thaliana OX%3D3702)	contig13	3267493	3268929
gene	EFW9900002888	Protein of unknown function	contig13	3281061	3287166
gene	EFW9900002889	Similar to RBOHD: Respiratory burst oxidase homolog protein D (Arabidopsis thaliana OX%3D3702)	contig13	3303854	3308349
gene	EFW9900002890	Similar to slr0305: TVP38/TMEM64 family membrane protein slr0305 (Synechocystis sp. (strain PCC 6803 / Kazusa) OX%3D1111708)	contig13	3326978	3328904
gene	EFW9900002891	Similar to CNX1: Calnexin homolog 1 (Arabidopsis thaliana OX%3D3702)	contig13	3327204	3332180
gene	EFW9900002892	Similar to PAT08: Protein S-acyltransferase 8 (Arabidopsis thaliana OX%3D3702)	contig13	3332847	3335291
gene	EFW9900002893	Similar to DOT4: Pentatricopeptide repeat-containing protein DOT4%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig13	3335722	3337677
gene	EFW9900002894	Similar to POT5: Potassium transporter 5 (Arabidopsis thaliana OX%3D3702)	contig13	3380270	3384075
gene	EFW9900002895	Protein of unknown function	contig13	3402128	3403631
gene	EFW9900002896	Similar to NEK5: Serine/threonine-protein kinase Nek5 (Arabidopsis thaliana OX%3D3702)	contig13	3409939	3433077
gene	EFW9900002897	Similar to GH3.17: Indole-3-acetic acid-amido synthetase GH3.17 (Arabidopsis thaliana OX%3D3702)	contig13	3435103	3437488
gene	EFW9900002898	Protein of unknown function	contig13	3486832	3491851
gene	EFW9900002899	Similar to NPF6.1: Protein NRT1/ PTR FAMILY 6.1 (Arabidopsis thaliana OX%3D3702)	contig13	3510347	3513599
gene	EFW9900002900	Similar to CYP51G1: Sterol 14-demethylase (Arabidopsis thaliana OX%3D3702)	contig13	3579304	3583723
gene	EFW9900002901	Similar to tal: Transaldolase (Acidothermus cellulolyticus (strain ATCC 43068 / 11B) OX%3D351607)	contig13	3589087	3592041
gene	EFW9900002902	Similar to pitC: Phosphatidylinositol transfer protein 3 (Dictyostelium discoideum OX%3D44689)	contig13	3707010	3709143
gene	EFW9900002903	Protein of unknown function	contig13	3797770	3803310
gene	EFW9900002904	Similar to retm: Protein real-time (Aedes aegypti OX%3D7159)	contig13	3835574	3838367
gene	EFW9900002905	Similar to pitC: Phosphatidylinositol transfer protein 3 (Dictyostelium discoideum OX%3D44689)	contig13	3860200	3861983
gene	EFW9900002906	Similar to ORTH2: E3 ubiquitin-protein ligase ORTHRUS 2 (Arabidopsis thaliana OX%3D3702)	contig13	3903886	3908428
gene	EFW9900002907	Protein of unknown function	contig13	3908123	3909804
gene	EFW9900002908	Protein of unknown function	contig13	3929029	3934273
gene	EFW9900002909	Similar to B2 protein (Daucus carota OX%3D4039)	contig13	3951584	3953793
gene	EFW9900002910	Similar to At1g28120: Ubiquitin thioesterase otubain-like (Arabidopsis thaliana OX%3D3702)	contig13	4002269	4005652
gene	EFW9900002911	Similar to ML4: Protein MEI2-like 4 (Oryza sativa subsp. japonica OX%3D39947)	contig13	4005407	4014396
gene	EFW9900002912	Similar to SUVH4: Histone-lysine N-methyltransferase%2C H3 lysine-9 specific SUVH4 (Arabidopsis thaliana OX%3D3702)	contig13	4073214	4080610
gene	EFW9900002913	Similar to ASR3: Trihelix transcription factor ASR3 (Arabidopsis thaliana OX%3D3702)	contig13	4103330	4105996
gene	EFW9900002914	Protein of unknown function	contig13	4106426	4108160
gene	EFW9900002915	Similar to AGD3: ADP-ribosylation factor GTPase-activating protein AGD3 (Arabidopsis thaliana OX%3D3702)	contig13	4117643	4125559
gene	EFW9900002916	Similar to CRN: Inactive leucine-rich repeat receptor-like protein kinase CORYNE (Arabidopsis thaliana OX%3D3702)	contig13	4146918	4149792
gene	EFW9900002917	Similar to LIR1: Light-regulated protein 1%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig13	4167701	4168694
gene	EFW9900002918	Similar to TSPO: Translocator protein homolog (Arabidopsis thaliana OX%3D3702)	contig13	4176039	4202217
gene	EFW9900002919	Protein of unknown function	contig13	4202907	4205543
gene	EFW9900002920	Similar to At1g51550: F-box/kelch-repeat protein At1g51550 (Arabidopsis thaliana OX%3D3702)	contig13	4222071	4225865
gene	EFW9900002921	Similar to V-type proton ATPase catalytic subunit A (Citrus unshiu OX%3D55188)	contig13	4250410	4256709
gene	EFW9900002922	Similar to PAP10: Probable plastid-lipid-associated protein 10%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig13	4273964	4278534
gene	EFW9900002923	Protein of unknown function	contig13	4305933	4325749
gene	EFW9900002924	Similar to Mulatexin (Morus alba OX%3D3498)	contig13	4347909	4351261
gene	EFW9900002925	Similar to VCR: Varicose-related protein (Arabidopsis thaliana OX%3D3702)	contig13	4440245	4442196
gene	EFW9900002926	Similar to UDA1: Lectin/endochitinase 1 (Urtica dioica OX%3D3501)	contig13	4567350	4569104
gene	EFW9900002927	Similar to NPF5.4: Protein NRT1/ PTR FAMILY 5.4 (Arabidopsis thaliana OX%3D3702)	contig13	4688012	4698137
gene	EFW9900002928	Protein of unknown function	contig13	4858079	4863043
gene	EFW9900002929	Similar to Mulatexin (Morus alba OX%3D3498)	contig13	4955418	4957375
gene	EFW9900002930	Similar to Mulatexin (Morus alba OX%3D3498)	contig13	5105821	5108067
gene	EFW9900002931	Similar to Mulatexin (Morus alba OX%3D3498)	contig13	5131631	5133738
gene	EFW9900002932	Protein of unknown function	contig13	5263234	5264911
gene	EFW9900002933	Similar to Mulatexin (Morus alba OX%3D3498)	contig13	5342809	5344873
gene	EFW9900002934	Similar to At1g65750: Putative ribonuclease H protein At1g65750 (Arabidopsis thaliana OX%3D3702)	contig13	5386269	5388225
gene	EFW9900002935	Similar to Mulatexin (Morus alba OX%3D3498)	contig13	5417840	5418826
gene	EFW9900002936	Protein of unknown function	contig13	5418247	5418623
gene	EFW9900002937	Similar to Mulatexin (Morus alba OX%3D3498)	contig13	5472953	5475154
gene	EFW9900027096	Protein of unknown function	contig1301	210309	212353
gene	EFW9900027097	Similar to MIF1: Mini zinc finger protein 1 (Arabidopsis thaliana OX%3D3702)	contig1301	292629	292907
gene	EFW9900021951	Protein of unknown function	contig1303	7132	8364
gene	EFW9900021952	Similar to ARAD1: Probable arabinosyltransferase ARAD1 (Arabidopsis thaliana OX%3D3702)	contig1303	58609	61931
gene	EFW9900021953	Protein of unknown function	contig1303	61713	62880
gene	EFW9900021954	Similar to RKD3: Protein RKD3 (Arabidopsis thaliana OX%3D3702)	contig1303	123153	124795
gene	EFW9900021955	Similar to PCMP-H76: Pentatricopeptide repeat-containing protein At3g47530 (Arabidopsis thaliana OX%3D3702)	contig1303	156100	158005
gene	EFW9900021956	Protein of unknown function	contig1303	160011	164276
gene	EFW9900021957	Similar to CHLP: Geranylgeranyl diphosphate reductase%2C chloroplastic (Nicotiana tabacum OX%3D4097)	contig1303	184476	186710
gene	EFW9900021958	Similar to At1g74460: GDSL esterase/lipase At1g74460 (Arabidopsis thaliana OX%3D3702)	contig1303	206419	208398
gene	EFW9900021959	Protein of unknown function	contig1303	217119	220336
gene	EFW9900021960	Protein of unknown function	contig1303	284145	285254
gene	EFW9900021961	Protein of unknown function	contig1303	287352	290208
gene	EFW9900021962	Similar to CDF3: Cyclic dof factor 3 (Arabidopsis thaliana OX%3D3702)	contig1303	585028	588195
gene	EFW9900021963	Protein of unknown function	contig1303	657236	659982
gene	EFW9900021964	Similar to ERF1-2: Eukaryotic peptide chain release factor subunit 1-2 (Brassica oleracea var. botrytis OX%3D3715)	contig1303	687681	689798
gene	EFW9900021965	Similar to FRS5: Protein FAR1-RELATED SEQUENCE 5 (Arabidopsis thaliana OX%3D3702)	contig1303	691206	691820
gene	EFW9900021966	Similar to CML47: Probable calcium-binding protein CML47 (Arabidopsis thaliana OX%3D3702)	contig1303	733153	733686
gene	EFW9900021967	Similar to lhcA-P4: Chlorophyll a-b binding protein P4%2C chloroplastic (Pisum sativum OX%3D3888)	contig1303	775638	777165
gene	EFW9900021968	Similar to AGL65: Agamous-like MADS-box protein AGL65 (Arabidopsis thaliana OX%3D3702)	contig1303	777205	781194
gene	EFW9900021969	Similar to EXPA1: Expansin-A1 (Arabidopsis thaliana OX%3D3702)	contig1303	895904	898042
gene	EFW9900021970	Similar to At5g61440: Thioredoxin-like 1-2%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig1303	926892	928855
gene	EFW9900021971	Similar to NAC100: NAC domain-containing protein 100 (Arabidopsis thaliana OX%3D3702)	contig1303	1237270	1239223
gene	EFW9900021972	Protein of unknown function	contig1303	1247016	1247375
gene	EFW9900023882	Protein of unknown function	contig1305	49555	52026
gene	EFW9900023883	Similar to TPR1: Topless-related protein 1 (Arabidopsis thaliana OX%3D3702)	contig1305	262825	264957
gene	EFW9900023884	Protein of unknown function	contig1305	302661	351759
gene	EFW9900023885	Protein of unknown function	contig1305	351801	352151
gene	EFW9900023886	Protein of unknown function	contig1305	356107	364070
gene	EFW9900023887	Protein of unknown function	contig1305	402191	409664
gene	EFW9900023888	Similar to MYB106: Transcription factor MYB106 (Arabidopsis thaliana OX%3D3702)	contig1305	523843	525060
gene	EFW9900023889	Similar to AHL1: AT-hook motif nuclear-localized protein 1 (Arabidopsis thaliana OX%3D3702)	contig1305	575236	586453
gene	EFW9900023890	Similar to MYB106: Transcription factor MYB106 (Arabidopsis thaliana OX%3D3702)	contig1305	600583	602645
gene	EFW9900023891	Similar to MYB122: Transcription factor MYB122 (Arabidopsis thaliana OX%3D3702)	contig1305	738072	740204
gene	EFW9900026254	Similar to MYB29: Transcription factor MYB29 (Arabidopsis thaliana OX%3D3702)	contig1307	113971	131331
gene	EFW9900026255	Protein of unknown function	contig1307	264640	273983
gene	EFW9900026256	Protein of unknown function	contig1307	320167	336711
gene	EFW9900026257	Protein of unknown function	contig1307	363681	371501
gene	EFW9900026258	Protein of unknown function	contig1307	539069	540756
gene	EFW9900027567	Protein of unknown function	contig1309	1333	13241
gene	EFW9900016016	Protein of unknown function	contig131	81540	86608
gene	EFW9900016017	Similar to grpE: Protein GrpE (Prochlorococcus marinus (strain MIT 9312) OX%3D74546)	contig131	1278915	1283160
gene	EFW9900016018	Protein of unknown function	contig131	1797834	1799039
gene	EFW9900026114	Similar to CASBPX2: Cycloartenol synthase 2 (Betula platyphylla OX%3D78630)	contig1311	3038	16125
gene	EFW9900026115	Similar to GgCAS1: Cycloartenol synthase (Glycyrrhiza glabra OX%3D49827)	contig1311	30419	38234
gene	EFW9900026116	Similar to EMB3004: Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase%2C chloroplastic (Arabidopsis thaliana OX%3D3702)	contig1311	109364	117671
gene	EFW9900026117	Protein of unknown function	contig1311	178675	184803
gene	EFW9900026118	Similar to Pin4: Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (Mus musculus OX%3D10090)	contig1311	189240	191209
gene	EFW9900026119	Similar to FT1: Galactoside 2-alpha-L-fucosyltransferase (Pisum sativum OX%3D3888)	contig1311	191876	192328
gene	EFW9900026120	Protein of unknown function	contig1311	232153	238281
gene	EFW9900026121	Similar to Pin4: Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (Mus musculus OX%3D10090)	contig1311	242718	244687
gene	EFW9900026122	Similar to FT1: Galactoside 2-alpha-L-fucosyltransferase (Pisum sativum OX%3D3888)	contig1311	244898	248044
gene	EFW9900026123	Protein of unknown function	contig1311	261187	262532
gene	EFW9900026124	Protein of unknown function	contig1311	261241	264714
gene	EFW9900026125	Similar to RPE: Ribulose-phosphate 3-epimerase%2C chloroplastic (Spinacia oleracea OX%3D3562)	contig1311	283193	288273
gene	EFW9900026126	Similar to IRL7: Plant intracellular Ras-group-related LRR protein 7 (Oryza sativa subsp. japonica OX%3D39947)	contig1311	347487	360781
gene	EFW9900026127	Similar to ARID2: AT-rich interactive domain-containing protein 2 (Arabidopsis thaliana OX%3D3702)	contig1311	374178	378300
gene	EFW9900026128	Similar to ZAT4: Zinc finger protein ZAT4 (Arabidopsis thaliana OX%3D3702)	contig1311	387588	389258
